Date,Name,Description,Planned Duration,Intensity,Notes
2026-09-29,CAP - VC (1000m x 3),VC 1000m x 3 @ 9.0 km/h (effort 06:39 / recup 250.0m x 03:17) - 19min d'intensité,48 min,Moderate,
2026-09-30,Natation - Endurance Z2,Endurance Z2 (150 min),150 min,Easy,
2026-09-30,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2026-10-01,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (129 min),129 min,Easy,
2026-10-01,Vélo - Endurance Z2,Endurance Z2 (129 min),129 min,Easy,
2026-10-06,CAP - VMA (900m x 4),VMA 900m x 4 @ 12.7 km/h (effort 04:14 / recup 225.0m x 01:55) - 16min d'intensité,23 min,Hard,
2026-10-07,Natation - Endurance Z2,Endurance Z2 (103 min),103 min,Easy,
2026-10-07,Renforcement - Renforcement général,Renforcement général (30 min),30 min,Easy,
2026-10-08,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (61 min),61 min,Easy,
2026-10-08,Vélo - Endurance Z2,Endurance Z2 (80 min),80 min,Easy,
2026-10-13,CAP - VC (2000m x 2),VC 2000m x 2 @ 8.7 km/h (effort 13:52 / recup 500.0m x 06:35) - 27min d'intensité,60 min,Moderate,
2026-10-14,Natation - Endurance Z2,Endurance Z2 (150 min),150 min,Easy,
2026-10-14,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-10-15,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (129 min),129 min,Easy,
2026-10-15,Vélo - Endurance Z2,Endurance Z2 (129 min),129 min,Easy,
2026-10-20,CAP - VMA (2000m x 3),VMA 2000m x 3 @ 12.2 km/h (effort 09:51 / recup 500.0m x 04:17) - 29min d'intensité,68 min,Hard,
2026-10-21,Natation - Endurance Z2,Endurance Z2 (180 min),180 min,Easy,
2026-10-21,Renforcement - Renforcement excentrique,Renforcement excentrique (30 min),30 min,Easy,
2026-10-22,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (185 min),185 min,Easy,
2026-10-22,Vélo - Endurance Z2,Endurance Z2 (185 min),185 min,Easy,
2026-10-27,CAP - VC (2800m x 1),VC 2800m x 1 @ 8.5 km/h (effort 19:49 / recup 700.0m x 09:13) - 19min d'intensité,48 min,Moderate,
2026-10-28,Natation - Endurance Z2,Endurance Z2 (136 min),136 min,Easy,
2026-10-28,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2026-10-29,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (106 min),106 min,Easy,
2026-10-29,Vélo - Endurance Z2,Endurance Z2 (106 min),106 min,Easy,
2026-11-03,CAP - VMA (100m x 36),VMA 100m x 36 @ 14.3 km/h (effort 00:25 / recup 25.0m x 00:12) - 15min d'intensité,22 min,Hard,
2026-11-04,Natation - Endurance Z2,Endurance Z2 (93 min),93 min,Easy,
2026-11-04,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2026-11-05,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (50 min),50 min,Easy,
2026-11-05,Vélo - Endurance Z2,Endurance Z2 (80 min),80 min,Easy,
2026-11-10,CAP - VC (300m x 9),VC 300m x 9 @ 10.4 km/h (effort 01:43 / recup 75.0m x 00:59) - 15min d'intensité,42 min,Moderate,
2026-11-11,Natation - Endurance Z2,Endurance Z2 (136 min),136 min,Easy,
2026-11-11,Renforcement - Pliométrie,Pliométrie (30 min),30 min,Easy,
2026-11-12,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (106 min),106 min,Easy,
2026-11-12,Vélo - Endurance Z2,Endurance Z2 (106 min),106 min,Easy,
2026-11-17,CAP - VMA (300m x 12),VMA 300m x 12 @ 13.6 km/h (effort 01:19 / recup 75.0m x 00:38) - 15min d'intensité,38 min,Hard,
2026-11-18,Natation - Endurance Z2,Endurance Z2 (131 min),131 min,Easy,
2026-11-18,Renforcement - Gainage,Gainage (30 min),30 min,Easy,
2026-11-19,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (98 min),98 min,Easy,
2026-11-19,Vélo - Endurance Z2,Endurance Z2 (98 min),98 min,Easy,
2026-11-24,CAP - VC (500m x 5),VC 500m x 5 @ 9.9 km/h (effort 03:02 / recup 125.0m x 01:38) - 15min d'intensité,38 min,Moderate,
2026-11-25,Natation - Endurance Z2,Endurance Z2 (118 min),118 min,Easy,
2026-11-25,Renforcement - Renforcement spécifique,Renforcement spécifique (30 min),30 min,Easy,
2026-11-26,CAP - Endurance fondamentale Z2,Endurance fondamentale Z2 (80 min),80 min,Easy,
2026-11-26,Vélo - Endurance Z2,Endurance Z2 (80 min),80 min,Easy,
2026-12-01,CAP - Footing de récupération Z1,Footing de récupération Z1 (26 min),26 min,Recovery,
2026-12-02,Natation - Récupération active,Récupération active (81 min),81 min,Recovery,
2026-12-03,CAP - Footing de récupération Z1,Footing de récupération Z1 (26 min),26 min,Recovery,
2026-12-03,Vélo - Récupération active,Récupération active (80 min),80 min,Recovery,
2026-12-08,CAP - Footing de récupération Z1,Footing de récupération Z1 (26 min),26 min,Recovery,
2026-12-09,Natation - Récupération active,Récupération active (81 min),81 min,Recovery,
2026-12-10,CAP - Footing de récupération Z1,Footing de récupération Z1 (26 min),26 min,Recovery,
2026-12-10,Vélo - Récupération active,Récupération active (80 min),80 min,Recovery,
2026-12-16,Natation - Récupération active,Récupération active (81 min),81 min,Recovery,
2026-12-17,CAP - Footing de récupération Z1,Footing de récupération Z1 (26 min),26 min,Recovery,
2026-12-17,Vélo - Récupération active,Récupération active (80 min),80 min,Recovery,
